Slovo;Rod;Slovo2;Rod2
výberom;mužský neživotný;výberom;mužský neživotný
tém;ženský;tém;ženský
aj;;aj;
ich;ženský;ich;stredný
spracovaním;stredný;spracovaním;stredný
Dej;mužský neživotný;Dej;mužský neživotný
obidvoch;ženský;obidvoch;mužský neživotný
týchto;mužský neživotný;týchto;mužský neživotný
románov;mužský neživotný;románov;mužský neživotný
sa;;sa;
odohráva;;odohráva;
na;;na;
bengálskom;mužský neživotný;bengálskom;mužský neživotný
vidieku;mužský neživotný;vidieku;mužský neživotný
Opisuje;;Opisuje;
ich;ženský;ich;ženský
neobyčajne;;neobyčajne;
presvedčivo;;presvedčivo;
pútavo;;pútavo;
a;stredný;a;
s;stredný;s;
hlbokým;ženský;hlbokým;mužský neživotný
porozumením;stredný;porozumením;stredný
Ku;;Ku;
koncu;mužský neživotný;koncu;mužský neživotný
svojho;mužský neživotný;svojho;mužský neživotný
života;mužský neživotný;života;mužský neživotný
zomrel;mužský neživotný;zomrel;mužský životný
r;stredný;r;
pôsobil;mužský neživotný;pôsobil;mužský životný
ako;;ako;
predseda;mužský životný;predseda;mužský životný
tejto;ženský;tejto;ženský
organizácie;ženský;organizácie;ženský
Do;;Do;
popredia;stredný;popredia;stredný
jeho;ženský;jeho;mužský neživotný
záujmu;mužský neživotný;záujmu;mužský neživotný
sa;;sa;
dostali;ženský;dostali;ženský
sociálne;;sociálne;ženský
a;stredný;a;
politické;ženský;politické;ženský
otázky;ženský;otázky;ženský
Bojoval;mužský neživotný;Bojoval;mužský životný
proti;;proti;
v;;v;
indickej;ženský;indickej;ženský
spoločnosti;ženský;spoločnosti;ženský
proti;;proti;
krviprelievaniu;stredný;krviprelievaniu;stredný
medzi;;medzi;
hinduistami;mužský životný;hinduistami;mužský životný
a;stredný;a;
moslimami;mužský životný;moslimami;mužský životný
proti;;proti;
vojne;ženský;vojne;ženský
za;;za;
politickú;ženský;politickú;ženský
nezávislosť;ženský;nezávislosť;ženský
svojej;ženský;svojej;ženský
krajiny;ženský;krajiny;ženský
Poznajú;;Poznajú;
iba;;iba;
hlad;mužský neživotný;hlad;mužský neživotný
a;stredný;a;
smäd;mužský neživotný;smäd;mužský neživotný
lásku;ženský;lásku;ženský
a;stredný;a;
lopotu;ženský;lopotu;ženský
sebectvo;stredný;sebectvo;stredný
a;stredný;a;
skúposť;ženský;skúposť;ženský
A;;A;
domáce;ženský;domáce;stredný
víno;stredný;víno;stredný
čas;mužský neživotný;čas;mužský neživotný
ani;;ani;
myseľ;ženský;myseľ;ženský
na;;na;
spory;mužský neživotný;spory;mužský neživotný
ktoré;ženský;ktoré;ženský
by;;by;
mohli;ženský;mohli;ženský
vyplynúť;;vyplynúť;
z;stredný;z;
ich;ženský;ich;stredný
odlišných;ženský;odlišných;stredný
vyznaní;stredný;vyznaní;stredný
Realita;ženský;Realita;ženský
života;mužský neživotný;života;mužský neživotný
na;;na;
vidieku;mužský neživotný;vidieku;mužský neživotný
zatláča;;zatláča;
náboženské;ženský;náboženské;mužský neživotný
rozdiely;mužský neživotný;rozdiely;mužský neživotný
do;;do;
úzadia;stredný;úzadia;stredný
Tieto;mužský neživotný;Tieto;mužský neživotný
kulty;mužský neživotný;kulty;mužský neživotný
a;stredný;a;
božstvá;stredný;božstvá;stredný
sú;;sú;
dedičstvom;stredný;dedičstvom;stredný
ich;ženský;ich;ženský
rasy;ženský;rasy;ženský
sú;;sú;
dôležitou;ženský;dôležitou;ženský
súčasťou;ženský;súčasťou;ženský
ich;ženský;ich;mužský neživotný
každodenného;mužský neživotný;každodenného;mužský neživotný
života;mužský neživotný;života;mužský neživotný
na;;na;
vidieku;mužský neživotný;vidieku;mužský neživotný
Formálne;;Formálne;
zvykom;mužský neživotný;zvykom;mužský neživotný
je;;je;
aj;;aj;
moslimských;ženský;moslimských;ženský
žien;ženský;žien;ženský
Popri;;Popri;
hlavnom;mužský životný;hlavnom;mužský životný
hrdinovi;mužský životný;hrdinovi;mužský životný
je;;je;
ona;ženský;ona;ženský
ďalšou;ženský;ďalšou;ženský
hrdinkou;ženský;hrdinkou;ženský
Dej;mužský neživotný;Dej;mužský neživotný
románu;mužský neživotný;románu;mužský neživotný
sa;;sa;
odohráva;;odohráva;
na;;na;
nej;ženský;nej;ženský
alebo;;alebo;
pri;;pri;
nej;ženský;nej;ženský
No;;No;
človek;mužský životný;človek;mužský životný
sa;;sa;
Začína;;Začína;
odznova;;odznova;
A;;A;
život;mužský neživotný;život;mužský neživotný
ide;;ide;
ďalej;;ďalej;
to;stredný;to;stredný
vie;;vie;
no;;no;
sa;;sa;
odporovať;;odporovať;
ANNA;ženský;ANNA;ženský
Zrkadlo;stredný;Zrkadlo;stredný
zrkadlo;stredný;zrkadlo;stredný
Zrkadlo;stredný;Zrkadlo;stredný
zrkadlo;stredný;zrkadlo;stredný
mi;;mi;všeobecný
ktože;mužský životný;ktože;mužský životný
je;;je;
najkrajší;mužský neživotný;najkrajší;mužský životný
v;;v;
našej;ženský;našej;ženský
zemi;ženský;zemi;ženský
Nosí;;Nosí;
otrhaný;mužský neživotný;otrhaný;mužský neživotný
šat;mužský neživotný;šat;mužský neživotný
a;stredný;a;
smútok;mužský neživotný;smútok;mužský neživotný
v;;v;
duši;ženský;duši;ženský
vari;;vari;
aj;;aj;
napriek;;napriek;
tomu;stredný;tomu;stredný
jej;ženský;jej;ženský
to;stredný;to;stredný
sluší;;sluší;
Snehulienka;ženský;Snehulienka;ženský
To;stredný;To;stredný
dievča;stredný;dievča;stredný
do;;do;
kuchyne;ženský;kuchyne;ženský
Ktože;mužský životný;Ktože;mužský životný
by;;by;
stál;mužský neživotný;stál;mužský životný
o;;o;
takú;ženský;takú;ženský
úbožiačku;ženský;úbožiačku;ženský
rada;ženský;rada;ženský
jej;ženský;jej;ženský
zakývam;;zakývam;
na;;na;
rozlúčku;ženský;rozlúčku;ženský
Kto;mužský životný;Kto;mužský životný
si;;si;
o;;o;
Snehulienke;ženský;Snehulienke;ženský
rozum;mužský neživotný;rozum;mužský neživotný
trúsi;;trúsi;
ten;mužský neživotný;ten;mužský životný
rozletí;;rozletí;
sa;;sa;
na;;na;
márne;;márne;mužský neživotný
kusy;mužský neživotný;kusy;mužský neživotný
JEDNÉHO;mužský neživotný;JEDNÉHO;mužský neživotný
DŇA;mužský neživotný;DŇA;mužský neživotný
SA;;SA;
PYŠNÁ;ženský;PYŠNÁ;ženský
KRÁĽOVNÁ;ženský;KRÁĽOVNÁ;ženský
SPÝTALA;ženský;SPÝTALA;
svojho;mužský neživotný;svojho;stredný
zázračného;mužský neživotný;zázračného;stredný
zrkadla;stredný;zrkadla;stredný
mi;;mi;všeobecný
ktože;mužský životný;ktože;mužský životný
je;;je;
najkrajší;mužský neživotný;najkrajší;mužský životný
v;;v;
našej;ženský;našej;ženský
zemi;ženský;zemi;ženský
Žiarlivá;ženský;Žiarlivá;ženský
kráľovná;ženský;kráľovná;ženský
sa;;sa;
hrozne;;hrozne;
nahnevala;ženský;nahnevala;ženský
že;;že;
jej;ženský;jej;ženský
nevlastná;ženský;nevlastná;ženský
dcéra;ženský;dcéra;ženský
je;;je;
krajšia;ženský;krajšia;ženský
ako;;ako;
ona;ženský;ona;ženský
a;stredný;a;
prikázala;ženský;prikázala;ženský
poľovníkovi;mužský životný;poľovníkovi;mužský životný
aby;;aby;
princeznú;ženský;princeznú;ženský
zabil;mužský neživotný;zabil;mužský životný
Potom;;Potom;
si;;si;
kráľovná;ženský;kráľovná;ženský
opäť;;opäť;
zastala;ženský;zastala;ženský
pred;;pred;
oválne;ženský;oválne;stredný
zrkadlo;stredný;zrkadlo;stredný
v;;v;
zlatom;stredný;zlatom;mužský neživotný
ráme;mužský neživotný;ráme;mužský neživotný
V;;V;
zrkadle;stredný;zrkadle;stredný
sa;;sa;
znovu;;znovu;
zjavila;ženský;zjavila;ženský
akási;ženský;akási;ženský
nejasná;ženský;nejasná;ženský
tajomná;ženský;tajomná;ženský
tvár;ženský;tvár;ženský
Zrkadlo;stredný;Zrkadlo;stredný
sa;;sa;
istotne;;istotne;
mýli;;mýli;
pomyslela;ženský;pomyslela;ženský
si;;si;
kráľovná;ženský;kráľovná;ženský
Snehulienka;ženský;Snehulienka;ženský
predsa;;predsa;
leží;;leží;
mŕtva;ženský;mŕtva;ženský
v;;v;
lese;mužský neživotný;lese;mužský neživotný
povedala;ženský;povedala;ženský
a;stredný;a;
otvorila;ženský;otvorila;ženský
skrinku;ženský;skrinku;ženský
Poľovník;mužský životný;Poľovník;mužský životný
mi;;mi;všeobecný
priniesol;mužský neživotný;priniesol;mužský životný
dôkaz;mužský neživotný;dôkaz;mužský neživotný
Rozzúrená;ženský;Rozzúrená;ženský
sa;;sa;
zvrtla;ženský;zvrtla;ženský
a;stredný;a;
kamennými;ženský;kamennými;mužský neživotný
schodmi;mužský neživotný;schodmi;mužský neživotný
zbehla;ženský;zbehla;ženský
do;;do;
zámockej;ženský;zámockej;ženský
pivnice;ženský;pivnice;ženský
Otvorila;ženský;Otvorila;ženský
ťažké;ženský;ťažké;ženský
drevené;ženský;drevené;ženský
dvere;ženský;dvere;ženský
a;stredný;a;
vstúpila;ženský;vstúpila;ženský
do;;do;
svojho;mužský neživotný;svojho;stredný
laboratória;stredný;laboratória;stredný
V;;V;
temnej;;temnej;ženský
miestnosti;ženský;miestnosti;ženský
blikalo;stredný;blikalo;stredný
iba;;iba;
svetlo;stredný;svetlo;stredný
sviec;ženský;sviec;ženský
Na;;Na;
stoloch;mužský neživotný;stoloch;mužský neživotný
stáli;mužský životný;stáli;ženský
všelijaké;ženský;všelijaké;ženský
fľaštičky;ženský;fľaštičky;ženský
a;stredný;a;
v;;v;
bankách;ženský;bankách;ženský
bublali;ženský;bublali;ženský
záhadné;ženský;záhadné;ženský
tekutiny;ženský;tekutiny;ženský
Na;;Na;
stenách;ženský;stenách;ženský
viseli;ženský;viseli;ženský
police;ženský;police;ženský
s;stredný;s;
prastarými;ženský;prastarými;ženský
knihami;ženský;knihami;ženský
zaklínadiel;stredný;zaklínadiel;stredný
a;stredný;a;
čarov;mužský neživotný;čarov;ženský
Sama;ženský;Sama;ženský
zájdem;;zájdem;
do;;do;
chalúpky;ženský;chalúpky;ženský
k;stredný;k;
siedmim;ženský;siedmim;mužský životný
trpaslíkom;mužský životný;trpaslíkom;mužský životný
Budem;;Budem;
škaredá;ženský;škaredá;ženský
vravela;ženský;vravela;ženský
a;stredný;a;
nedočkavo;;nedočkavo;
obracala;ženský;obracala;ženský
ošúchané;ženský;ošúchané;mužský neživotný
listy;mužský neživotný;listy;mužský neživotný
Do;;Do;
sklenej;ženský;sklenej;ženský
nádoby;ženský;nádoby;ženský
v;;v;
ktorej;ženský;ktorej;ženský
varila;ženský;varila;ženský
zázračný;mužský neživotný;zázračný;mužský neživotný
nápoj;mužský neživotný;nápoj;mužský neživotný
pridávala;ženský;pridávala;ženský
čarovné;ženský;čarovné;ženský
prísady;ženský;prísady;ženský
a;stredný;a;
pritom;;pritom;
čítala;ženský;čítala;ženský
Všetky;ženský;Všetky;ženský
prísady;ženský;prísady;ženský
sa;;sa;
zmiešali;ženský;zmiešali;ženský
a;stredný;a;
vznikla;ženský;vznikla;ženský
tmavá;ženský;tmavá;ženský
tekutina;ženský;tekutina;ženský
S;;S;
odporným;ženský;odporným;mužský neživotný
škrekotom;mužský neživotný;škrekotom;mužský neživotný
z;stredný;z;
nej;ženský;nej;ženský
stúpali;ženský;stúpali;mužský neživotný
čarodejné;ženský;čarodejné;mužský neživotný
výpary;mužský neživotný;výpary;mužský neživotný
Hromy;mužský neživotný;Hromy;mužský neživotný
a;stredný;a;
blesky;mužský neživotný;blesky;mužský neživotný
privej;;privej;
Prsty;mužský neživotný;Prsty;mužský neživotný
sa;;sa;
jej;ženský;jej;ženský
skrivili;ženský;skrivili;mužský neživotný
a;stredný;a;
nechty;mužský neživotný;nechty;mužský neživotný
sa;;sa;
premenili;ženský;premenili;mužský neživotný
na;;na;
Oči;stredný;Oči;stredný
jej;ženský;jej;ženský
vystúpili;ženský;vystúpili;stredný
z;stredný;z;
jamiek;ženský;jamiek;ženský
a;stredný;a;
z;stredný;z;
úst;stredný;úst;stredný
vypadali;ženský;vypadali;mužský neživotný
všetky;ženský;všetky;mužský neživotný
zuby;mužský neživotný;zuby;mužský neživotný
okrem;;okrem;
jedného;mužský neživotný;jedného;mužský neživotný
Kráľovná;ženský;Kráľovná;ženský
sa;;sa;
premenila;ženský;premenila;ženský
na;;na;
starú;ženský;starú;ženský
škaredú;ženský;škaredú;ženský
bosorku;ženský;bosorku;ženský
Strašná;ženský;Strašná;ženský
babizňa;ženský;babizňa;ženský
spokojne;;spokojne;
zakrákala;ženský;zakrákala;ženský
Keď;;Keď;
ho;;ho;stredný
Snehulienka;ženský;Snehulienka;ženský
zje;;zje;
naveky;;naveky;
zaspí;;zaspí;
A;;A;
už;;už;
miešala;ženský;miešala;ženský
v;;v;
vriacu;ženský;vriacu;ženský
tekutinu;ženský;tekutinu;ženský
V;;V;
druhej;ženský;druhej;ženský
ruke;ženský;ruke;ženský
držala;ženský;držala;ženský
zelené;ženský;zelené;stredný
jabĺčko;stredný;jabĺčko;stredný
Keď;;Keď;
z;stredný;z;
jabĺčka;stredný;jabĺčka;stredný
odkvapkal;mužský neživotný;odkvapkal;mužský neživotný
jed;mužský neživotný;jed;mužský neživotný
zjavila;ženský;zjavila;ženský
sa;;sa;
na;;na;
ňom;mužský neživotný;ňom;stredný
smrtka;ženský;smrtka;ženský
Hľa;;Hľa;
zvolala;ženský;zvolala;ženský
bosorka;ženský;bosorka;ženský
odfrkla;ženský;odfrkla;ženský
Zaživa;;Zaživa;
Zaživa;;Zaživa;
krákala;ženský;krákala;ženský
bosorka;ženský;bosorka;ženský
Pomedzi;;Pomedzi;
stromy;mužský neživotný;stromy;mužský neživotný
zbadala;ženský;zbadala;ženský
chalúpku;ženský;chalúpku;ženský
v;;v;
ktorej;ženský;ktorej;ženský
bývali;ženský;bývali;mužský životný
trpaslíci;mužský životný;trpaslíci;mužský životný
Snehulienka;ženský;Snehulienka;ženský
práve;;práve;
piekla;ženský;piekla;ženský
koláč;mužský neživotný;koláč;mužský neživotný
Mhm;;Mhm;
Snehulienka;ženský;Snehulienka;ženský
pozrela;ženský;pozrela;ženský
na;;na;
ligotavé;ženský;ligotavé;stredný
červené;ženský;červené;stredný
jabĺčko;stredný;jabĺčko;stredný
ochutnať;;ochutnať;
spýtala;ženský;spýtala;ženský
sa;;sa;
bosorka;ženský;bosorka;ženský
Spoločne;;Spoločne;
vyrazili;ženský;vyrazili;mužský neživotný
jabĺčko;stredný;jabĺčko;stredný
babizne;ženský;babizne;ženský
z;stredný;z;
ruky;ženský;ruky;ženský
Heš;;Heš;
Snehulienka;ženský;Snehulienka;ženský
jej;ženský;jej;ženský
pomohla;ženský;pomohla;ženský
vstať;;vstať;
Ak;;Ak;
vojde;;vojde;
dnu;;dnu;
bude;;bude;
pred;;pred;
nimi;mužský neživotný;nimi;mužský neživotný
v;;v;
bezpečí;stredný;bezpečí;stredný
Moje;ženský;Moje;stredný
chorľavé;ženský;chorľavé;stredný
srdce;stredný;srdce;stredný
zvolala;ženský;zvolala;ženský
V;;V;
domčeku;mužský neživotný;domčeku;mužský neživotný
si;;si;
odpočiniem;;odpočiniem;
Naozaj;;Naozaj;
zvolala;ženský;zvolala;ženský
prekvapená;ženský;prekvapená;ženský
Snehulienka;ženský;Snehulienka;ženský
Snehulienka;ženský;Snehulienka;ženský
váhala;ženský;váhala;ženský
So;;So;
dychom;mužský neživotný;dychom;mužský neživotný
sledovala;ženský;sledovala;ženský
ako;;ako;
Snehulienka;ženský;Snehulienka;ženský
zahryzla;ženský;zahryzla;ženský
do;;do;
jabĺčka;stredný;jabĺčka;stredný
Konečne;;Konečne;
Je;;Je;
mi;;mi;všeobecný
tak;;tak;
čudne;;čudne;
tíško;;tíško;
zašepkala;ženský;zašepkala;ženský
Snehulienka;ženský;Snehulienka;ženský
Bosorka;ženský;Bosorka;ženský
si;;si;
škodoradostne;;škodoradostne;
pomädlila;ženský;pomädlila;ženský
ruky;ženský;ruky;ženský
Snehulienke;ženský;Snehulienke;ženský
sa;;sa;
zakrútila;ženský;zakrútila;ženský
hlava;ženský;hlava;ženský
a;stredný;a;
obchádzali;ženský;obchádzali;ženský
ju;ženský;ju;ženský
mdloby;ženský;mdloby;ženský
Jabĺčko;stredný;Jabĺčko;stredný
vypadlo;stredný;vypadlo;stredný
dievčine;ženský;dievčine;ženský
z;stredný;z;
ruky;ženský;ruky;ženský
Snehulienka;ženský;Snehulienka;ženský
spadla;ženský;spadla;ženský
na;;na;
zem;ženský;zem;ženský
Bosorka;ženský;Bosorka;ženský
sa;;sa;
nad;;nad;
ňou;ženský;ňou;ženský
víťazne;;víťazne;
skláňala;ženský;skláňala;ženský
a;stredný;a;
zaškriekala;ženský;zaškriekala;ženský
Pán;mužský životný;Pán;mužský životný
lampy;ženský;lampy;ženský
Vidíš;;Vidíš;
povedal;mužský neživotný;povedal;mužský životný
svojmu;mužský neživotný;svojmu;mužský životný
papagájovi;mužský životný;papagájovi;mužský životný
Vtom;;Vtom;
sa;;sa;
zjavil;mužský neživotný;zjavil;mužský životný
veľký;mužský neživotný;veľký;mužský životný
modrý;mužský neživotný;modrý;mužský životný
džin;mužský neživotný;džin;mužský životný
Si;;Si;
mojím;mužský neživotný;mojím;mužský životný
otrokom;mužský životný;otrokom;mužský životný
a;stredný;a;
zaraz;;zaraz;
mi;;mi;všeobecný
splníš;;splníš;
prvé;ženský;prvé;stredný
želanie;stredný;želanie;stredný
Nad;;Nad;
palácom;mužský neživotný;palácom;mužský neživotný
sa;;sa;
sťahovali;ženský;sťahovali;mužský neživotný
ťažké;ženský;ťažké;mužský neživotný
čiernočervené;ženský;čiernočervené;mužský neživotný
mraky;mužský neživotný;mraky;mužský neživotný
Starého;mužský životný;Starého;mužský životný
dobráckeho;mužský neživotný;dobráckeho;mužský životný
sultána;mužský životný;sultána;mužský životný
zahalili;ženský;zahalili;mužský neživotný
kúdoly;mužský neživotný;kúdoly;mužský neživotný
hmly;ženský;hmly;ženský
Čo;stredný;Čo;stredný
je;;je;
vyľakane;;vyľakane;
vyhŕkol;mužský neživotný;vyhŕkol;mužský životný
